motivos,crec,cred,equ,inic,inv,mkt,no,renta,sueldo,temp
"Compra y venta de producto y dispositivos, así como equipo para uso a comodato con los clientes, y aseguramiento de nomina minimo de 3 meses",0,0,1,0,0,0,0,0,0,0
Deseo remodelar y adaptar la oficina y una sala de exhibicion de mis productos,0,0,0,0,0,0,0,1,0,0
Para hacer crecer mi negocio ya que actualmente no contamos con venta de mostrador,0,0,0,0,0,0,0,1,0,0
me dedico a la venta de ropa y calzado  y voy a surtir a Villa Hidalgo Jal. desde hace aprox 20 años y ahorita es temporada alta para mi  en venta ya  he ido dos veces en noviembre  y dic . y me estan pidiendo mas mercancia,0,0,0,0,1,0,0,0,0,0
pago de escuela de mi hija,0,0,0,0,0,0,1,0,0,0
requerimos de abrir más sucursales y equipo de laboratorio clínico,0,0,1,0,0,0,0,0,0,0
ya les explicado anteriormente es para comprar productos para mi estetica y comprar un lava cabezas para asi continuar con  mi trabajo,0,0,0,0,1,0,0,0,0,0
QUIERO PONER UN NEGOCIO DE CARNITAS Y CHICHARRON EN MI CASA,0,0,0,1,0,0,0,0,0,0
CAPITAL DE TRABAJO FINANCIAMIENTO A CLIENTES,0,0,0,0,0,0,0,0,0,1
Vendo pizzas y hojaldras y quiero rentar un local grande,1,0,0,0,0,0,0,0,0,0
Me interesa adquirir aparatologia para mi negocio para brindar un servicio de más calidad,0,0,1,0,0,0,0,0,0,0
Reinvertir para generar mas ingresos para trabajar la invercion y generar mas ingresos para el sustento en el hogar ademas en este negocio lo q inviertas lo duplicas osea si inviertes mil ganas otros mil el 5o porciento ti invercion y el otro 50 tu ganancia,1,0,0,0,0,0,0,0,0,0
Remodelación en fachadas y ampliación de cuartos de visita y cuarto para estudio en mi casa.,0,0,0,0,0,0,0,1,0,0
Pagar una deuda y hacer mejoras en casa.,0,1,0,0,0,0,0,0,0,0
"Tengo una agencia de eventos y me gustaría invertir en compra de mobiliaro carpas, equipo de sonido, loza y plaque juegos infantiles",0,0,1,0,0,0,0,0,0,0
"renovar  pie de cría, equipo de traslado como remolque y ampliar área de incubacion",0,0,1,0,0,0,0,0,0,0
comprare un lote de llantas usadas con la empresa cotsco de 15000 pesos y me completare con este dinero,0,0,0,0,1,0,0,0,0,0
En financiar servicios de mantenimiento para las industrias,0,0,0,1,0,0,0,0,0,0
Para equipo para conversión de mi auto de gasolina a gas natural,0,0,0,0,0,0,1,0,0,0
NECESITO INVERTIR EN EN PRODUCTO DE DEMANDA EN MI NEGOCIO,0,0,0,0,1,0,0,0,0,0
"Capital de trabajo, inversion en equipos celulares para la venta en publico general y actividad empresarial, este ejercicio nos genera un aproximado de 150% mensual.",0,0,0,0,1,0,0,0,0,0
En poder marejar refacciones nuevas y mejorar mi negocio,0,0,0,0,1,0,0,0,0,0
para inyectar flujo a la empresa e inversion en un nuevo proyecto,1,0,0,0,0,0,0,0,0,0
surtir mi tienda de abarrotes yo trabajo en la sep pero tango una mini tienda en casa,0,0,0,0,1,0,0,0,0,0
"Inversión para mejorar la difusión, expansión, e infraestructura de mi empresa.",0,0,0,0,0,0,0,1,0,0
"equipo medico de vanguardia, homologación de deudas",0,1,1,0,0,0,0,0,0,0
"el prestamo lo necesito para compra de insumos, herramientas y publicidad para mi negocio",0,0,1,0,0,1,0,0,0,0
"Proyectos de Mantenimiento,  y reparación de equipos de aire acondicionado",0,0,1,0,0,0,0,0,0,0
Renovacion de mobiliario y equipo medico en mi consultorio.,0,0,1,0,0,0,0,1,0,0
"compra de productos veterinarios, maquinaria para procesos de alimentos, equipo medico veterinario",0,0,1,0,1,0,0,0,0,0
me dieron una subdistribucion de cafe y necesito comprar el producto para comercializarlo,0,0,0,0,1,0,0,0,0,0
Necesito renovar el equipo de telefonía de nuestras oficinas. Es necesario ya que lo utilizamos como 'computadora' para trabajar.,0,0,1,0,0,0,0,0,0,0
"Equipo para la elaboración de alimentos balanceados como mezcladora horizontal, bazooka, basculas.",0,0,1,0,0,0,0,0,0,0
"voy ampliar mi papelería con mas mercancía, computadoras y xbox",0,0,0,0,1,0,0,0,0,0
"Quiero capital para mi consultoría. Me interesa dar una imagen más profesional e invertir en oficinas, personal e inmobiliario.",0,0,0,0,0,1,0,1,1,0
equipo de computo y escritorios de oficina,0,0,0,0,0,0,0,1,0,0
herramienta para facilitar mi trabajo y generar ingresos en menos tiempo.,0,0,1,0,0,0,0,0,0,0
Inversión para producto de mi negocio . Cuanto con un pedido el cual no puedo comprar por falta de dinero,0,0,0,0,1,0,0,0,0,0
Inventario de insumos para el negocio de restaurante bar,0,0,0,0,1,0,0,0,0,0
"maquinaria para mi negocio, necesito herramienta",0,0,1,0,0,0,0,0,0,0
CAPITAL DE TRABAJO PARA TENER MAYOR CAPACIDAD DE SERVICIO Y PODER ABARCAR MAS MERCADO,1,0,0,0,0,0,0,0,0,0
"Publicidad, inventario y generacion de proyectos",0,0,0,0,1,1,0,0,0,0
"Poner tda de abarrotes venta soda, lateria, lácteos ..",0,0,0,1,0,0,0,0,0,0
quisiera expandir mi negocio para comenzar mas grande el año que viene,1,0,0,0,0,0,0,0,0,0
"Me dedico a la compraventa de pescados y mariscos y uno de los mejores clientes es Soriana, en esta epoca se requiere de capital extra para poder surtirles. Es entonces cuando la inversion es en inventario.",0,0,0,0,0,0,0,0,0,1
"En la creación de un sitio web, y en la creación de un sistema de envío de mailing y mensajería masiva para mi negocio por internet",0,0,0,0,0,1,0,0,0,0
Terminar la construcción de una vivienda a vender,0,0,0,0,0,0,1,0,0,0
"El préstamo que estoy solicitando es para adquirir equipo menor como carretillas, palas picos.",0,0,1,0,0,0,0,0,0,0
nesesito comprar mas herramientas como andamios y torres espero una pronta respuesta de ustedes gracias.,0,0,1,0,0,0,0,0,0,0
adquisición de mercancía para inventario del negocio,0,0,0,0,1,0,0,0,0,0
en la compra de instrumentos musicales para dar mayor calidad en el servicio y me puedan contrarar mas,0,0,1,0,0,0,0,0,0,0
"Compra de materiales para el negocio como papel, bond, couche, opalina, cartón, etc.",0,0,0,0,1,0,0,0,0,0
unidad dental movil con un costo de 210 000 pesos,0,0,1,0,0,0,0,0,0,0
"En publicidad digital, impresa. Campaña publicitaria",0,0,0,0,0,1,0,0,0,0
"Compra de infraestrutura para sala de capacitación, mesas, sillas, proyectores,  y materiales de oficina.",0,0,0,0,0,0,0,1,0,0
INVERSION EN MOBILIARIO PARA OFICINA QUIERO AGRANDAR OARA QUE TRABAJEN MAS PERSONAS,0,0,0,0,0,0,0,1,0,0
En material consumible y reparación de unidades,0,0,0,0,1,0,0,0,0,0
comprar   materia prima  para  mi negocio,0,0,0,0,1,0,0,0,0,0
Mi negocio es la venta de accesorios... quiero el prestamo para poder comprar mercancia nueva y personalizar los que ya tengo terminados.,0,0,0,0,1,0,0,0,0,0
Equipo de computo moderno y reacondicionamiento de equipo y maquinaria,0,0,1,0,0,0,0,0,0,0
tengo una obra me dedico a la construccion necesitamos cumplir un contrato,0,0,0,0,0,0,0,0,0,1
en pago de mis deudas y compra de un carro,0,1,0,0,0,0,0,0,0,0
soy comerciante y quisiera comprar mas ropa para mi negocio,0,0,0,0,1,0,0,0,0,0
Para la apertura de otra sucursal ya que debido a la alta demanda es importante la apartura de otros puntos en la ciudad,1,0,0,0,0,0,0,0,0,0
Necesito el recurso para comprar equipo de computo,0,0,1,0,0,0,0,0,0,0
"Inversión personal, compra de equipo para negocio y cuentas por pagar",0,1,1,0,0,0,0,0,0,0
en capital de trabajo e infraestructura .,1,0,0,0,0,0,0,0,0,0
para expancion del negocio y compra de material,0,0,0,0,1,0,0,0,0,0
PARA EL PAGO DE UN APOYO DE GOBIERNO FEDERAL,0,0,0,0,0,0,1,0,0,0
PARA UNOS GASTOS MEDICOS Y REPARCIONES URGENTES EN KSA,0,0,0,0,0,0,1,0,0,0
En una camioneta para hacer mas fletes al CEDIS al que le presto mis servicios,0,0,1,0,0,0,0,0,0,0
invertir en mas mercancia y comprar un refrigerador mas para mi negocio.,0,0,0,0,1,0,0,0,0,0
ESTABA EN ASOCIACION CON FAMILIARES PERO AHORA INICIO SOLO CON MIS PROPIOS PROYECTOS CON ASESORA COMPLETA DE PLATAFORMAS Y CON OFICINA Y MARCA PROPIA,0,0,0,1,0,0,0,0,0,0
"En remodelación, compra de insumos, camioneta, motos para servicio a domicilio y publicidad.",0,0,0,0,0,0,0,1,0,0
Me dedico a la venta de productos de limpieza y le vendo a la Unam le doy crédito y tengo ventas pero no he recuperado pagos por semana santa y necesitó comprar envase para surtir otros pedidos,0,0,0,0,1,0,0,0,0,0
Materiales para abastecer almacén y mantener precios contra alza del dollar y hacer algunas remodelaciones en las oficinas de ventas,0,0,0,0,1,0,0,0,0,0
"Con el prestamos solicitado, invertire comprando equipo de buena calidad para poder brindar un mejor servicio en mi negocio. y obtenga mayores ingresos y de esta forma poder, tener la seguridad y certeza que podre cubrir todos mis compromisos.",0,0,1,0,0,0,0,0,0,0
Infraestructura web para mi negocio y así poder tener una exposición mayor,0,0,0,0,0,1,0,0,0,0
Para poder conprar mas productos de avon y y zapatos poder surtirlo a mis clientes,0,0,0,0,1,0,0,0,0,0
En comprar mas mercancía para mi negocio,0,0,0,0,1,0,0,0,0,0
para pagar una colegiatura de mi preparatoria,0,0,0,0,0,0,1,0,0,0
Para pago de prestamos personal con amigo y familiar.,0,1,0,0,0,0,0,0,0,0
En equipo y maquinaria para la construcción,0,0,1,0,0,0,0,0,0,0
para pagar tarjetas de crédito las cuales uso para invertir en mi negocio y para seguir invirtiendo en el mismo,0,1,0,0,0,0,0,0,0,0
quiero reparar mi auto que se descompuso ya que es muy nesesario para mi trabajo,0,0,0,0,0,0,1,0,0,0
compra materia prima para fabricación de productos químicos,0,0,0,0,1,0,0,0,0,0
en pagos de un proyecto que estoy por finalizar,0,0,0,0,0,0,0,0,0,1
Para la compra de insumos terminar un trabajo de construcción,0,0,0,0,1,0,0,0,0,0
Equipos de comunicación. Y ampliar las unidades de trabajo,0,0,1,0,0,0,0,0,0,0
Completar nominas y pagar servicios de operación en la oficina.,0,0,0,0,0,0,0,1,1,0
IMPERMEABILIZAR,0,0,0,0,0,0,1,0,0,0
Quiero unificar un adeudo que tengo con otros prestamistas,0,1,0,0,0,0,0,0,0,0
"Se trata de 2 Mueblerias en Pachuca Hidalgo, necesito efectivo para compra de MDF y fabricar muebles para su comercializacion",0,0,0,0,1,0,0,0,0,0
COMPRA DE EQUIPOS E INVERSIÓN PARA LA EMPRESA,0,0,1,0,0,0,0,0,0,0
"Me gustaria abrir en mi negocio actual un area de productos organicos, necesitaria equipo para establecerme",0,0,1,0,0,0,0,0,0,0
"Proyectos en ejecucion, requiero de capital para poder concluir.",0,0,0,0,0,0,0,0,0,1
"compra de mercancia, refacciones para aumentar el stock de mercancia",0,0,0,0,1,0,0,0,0,0
En la compra de mobiliario y equipo para abrir una sucursal de mi negocio,0,0,0,0,0,0,0,1,0,0
Me gustaría para invertirlo en las compras que ago de legumbres,0,0,0,0,1,0,0,0,0,0
quiero comprar algunos materiales para fabricar calzado,0,0,0,0,1,0,0,0,0,0
"para compras de materiales que necesito,para realizar unos trabajos donde no me dieron anticipos",0,0,0,0,1,0,0,0,0,0
Para poder financiar un servicio a la empresa Empaques Flexibles ubicada en Orizaba Veracruz. nos solicitan 2 meses de credito y necesitamos invertir en materiales.,0,0,1,0,0,0,0,0,0,1
quiero invertir en herramienta y maquinaria para el negocio,0,0,1,0,0,0,0,0,0,0
"Para pagar la renta del local, el telefono e internet",0,0,0,0,0,0,0,1,0,0
"Capital de Trabajo en empresa familiar, a modo de pari pasu con financiamiento del NadBank para el desarrollo de una Asociación Público Privada con Gobierno del Estado de Baja California",1,0,0,0,0,0,0,0,0,0
Para la compra de una computadora nueva que servirá para mi trabajo,0,0,1,0,0,0,0,0,0,0
"infraestructura para mejorar mi negocio, invirtiendo en materia prima",0,0,0,0,1,0,0,0,0,0
Adquisición de un vehículo (camioneta de carga) para prestar mayores servicios,0,0,1,0,0,0,0,0,0,0
"Para pagar mi viaje a Burkina Faso, Africa",0,0,0,0,0,0,1,0,0,0
"COMPRA DE MATERIAL, HERRAMIENTA, ACTIVOS DE LA EMPRESA, INFRAESTRUCTURA Y VEHICULOS.",0,0,1,0,1,0,0,0,0,0
"Compra equipo de cómputo, impresora y consumibles.",0,0,1,0,0,0,0,0,0,0
compra y venta de ropara para toda la familia y bisuteria,0,0,0,0,1,0,0,0,0,0
Tenemos proyectos de obra pública que ejecutar para el cierre del año y necesito capital para soportar la ejecución de las obras.,0,0,0,0,0,0,0,0,0,1
"NECESITO DINERO PARA CAPITAL DE TRABAJO, YA QUE REALIZE VARIAS INVERSIONES CON MI FLUJO Y HA FUNCIONADO BIEN, PERO NECESITO CAPITAL DE TRABAJO PARA PODER DARLE VUELTA AL DINERO.",1,0,0,0,0,0,0,0,0,0
Aprovechar la temporada ya que fabrico y vendo el producto y la ganancia es mayor,0,0,0,0,0,0,0,0,0,1
"es para mejorar la papeleria, comprar 3 computadoras, enmicadora, engargoladora, y un xbox",0,0,1,0,0,0,0,0,0,0
"Aun no tengo el negocio que podría poner con esa cantidad, estoy buscando opciones y cotizaciones de prestamos.",0,0,0,1,0,0,0,0,0,0
Comprar equipo para mejorar la infraestructura del negocio. Para ofrecer un mejor servicio.,0,0,1,0,0,0,0,0,0,0
Aumentar la mercancia y adquirir otros porductos como ferreteria papelería entre otros,0,0,0,0,1,0,0,0,0,0
inversión en equipo y ademas de cubrir un mes de operaciones,0,0,1,0,0,0,0,0,0,0
Pagar deudas para poder invertir más en mi negocio.,0,1,0,0,0,0,0,0,0,0
Tienda al menudeo que ofrezca variedad de dulces que satisfagan el especial antojo de los mexicanos.,0,0,0,1,0,0,0,0,0,0
El dinero lo vamos a usar para capital de trabajo para crecer ventas.,1,0,0,0,0,0,0,0,0,0
Pago de deuda hospitalaria y mejorar mi buró.,0,0,0,0,0,0,1,0,0,0
TUVE UNA INCONSISTENCIA EN MI TRABAJO CON EL IMSS Y HASTA AGOSTO ME LO DEVUELVEN MI HIJA TIENE ASMA Y POR EL MOMENTO TENGO QUE ADQUIRIR LOS MEDICAMENTOS POR FUERA,0,0,0,0,0,0,1,0,0,0
la verdad se callo el yeso de lña recamara de mi hijo y quiero aprovechar para pintar y comprarle cortinas,0,0,0,0,0,0,1,0,0,0
HOLA BUENAS TARDES! EN LO QUE QUIERO INVERTIR EL DINERO ES EN ABRIR UNA NUEVA SUCURSAL.,1,0,0,0,0,0,0,0,0,0
pago de colegiatura,0,0,0,0,0,0,1,0,0,0
"Yo vendo software para facturas electronicas, necesito de esta cantidad para refinanciarme por un par de meses en los gastos de luz.",0,0,0,0,0,0,0,1,0,0
quiero comprar stock  para cubrir la demanda que tenemos de refacciones,0,0,0,0,1,0,0,0,0,0
CAPITAL DE TRABAJO Y CONTRATOS DE CONSTRUCCION,0,0,0,0,0,0,0,1,0,0
NECESITO RECURSO PARA LIQUIDAR EL PAGO DE LA RENTA DE UN LOCAL,0,0,0,0,0,0,0,1,0,0
porque se viene temporada de utiles y unformes y quiero invertir,0,0,0,0,1,0,0,0,0,0
un regalo para mi esposa de unica oportunidad,0,0,0,0,0,0,1,0,0,0
"Para la producción de sanitizantes industriales destinados a las áreas Farmacéutica, alimenticia, veterinaria y agropecuaria",0,0,1,0,0,0,0,0,0,0
Ampliacion y remo delación del negocio renovación de mobiliario meter circuito serrado,0,0,0,0,0,0,0,1,0,0
"COMPRA DE MATERIA PRIMA ,PARA PROYECTO DE PLANTA NISSAN 3.APOYO DE NOMINA",0,0,1,0,0,0,0,0,1,0
en comprar equipo para ser mas eficientes en nuestro trabajo.,0,0,1,0,0,0,0,0,0,0
"Estabilizar el negocio, es de comida, pero hay días buenos y malos, se acerca la temporada de chiles en nogada y hay que invertir un poquito",0,0,0,0,0,0,0,0,0,1
Necesito comprar materia prima de mi negocio y tambien arreglar documentos de mi auto q es herramienta del mismo negocio,0,0,0,0,1,0,0,0,0,0
Quiero comenzar un Curso de Bolsa y es en CDMX,0,0,0,1,0,0,0,0,0,0
Adquisición de unidades para incremento de inventario,0,0,0,0,1,0,0,0,0,0
Prestamo puente para cubrir gastos inmediatos de corto plazo.,0,0,0,0,0,0,0,0,0,1
En compra de material y aumentar mis ventas,0,0,0,0,1,0,0,0,0,0
vendo ropa y quiero invertir por esta temporada,0,0,0,0,1,0,0,0,0,0
me interesa para ampliar mi negocio con mas productos y tenga gran variedad para vender ala gente y cresca mi negocio de productos de limpieza,0,0,0,0,1,0,0,0,0,0
"PARA CAPITAL DE TRABAJO DEL TALLER. COMPRA DE HERRAMIENTAS, MAQUINARIAS, ETC",0,0,1,0,0,0,0,0,0,0
"Quiero hacer creecer mi tortilleria, comprar motocicletas para incrementar mis ventas y adquirir una máquina en buen estado y respecto a mi negocio de servicio de limpieza, invertir en mi oficina con material tecnológico y muebles para oficina. Hacer publicidad",0,0,1,0,0,0,0,1,0,0
Inversiones a largo plazo y bienes raices,0,0,0,1,0,0,0,0,0,0
En más material y piezas de baleros para motos,0,0,0,0,1,0,0,0,0,0
comprar una faja para problema de cadera que tengo por un accidente automovilistico,0,0,0,0,0,0,1,0,0,0
"Refinanciamiento de deudas, capital de trabajo, inversión en inventarios,",0,1,0,0,1,0,0,0,0,0
Quiero ampliar mi negocio para que reditue y seguir creciendo,0,0,0,0,0,0,0,1,0,0
"Trabajamos en la industria minera, la solicitud de préstamos es de 1 mdp para invertir en una nueva planta extractora de plata y oro, espero se ponga en contacto conmigo Cels. 3339052035, 324103 3155 Sucursal (33)3618 7474 saludos!",1,0,0,0,0,0,0,0,0,0
NECESITO PARA DAR DEPOSITO Y RENTA DE OFICINA DE AGENCIA ADUCATIVA Y DE VIAJES,0,0,0,0,0,0,0,1,0,0
Me gustaria invertir  mi dinero en personal para la creacion de una aplicacion mobil,0,0,0,0,0,0,0,0,1,0
"Con este dinero, comprare materia prima para realizar un pedido de un cliente y me pagaran dentro de 16 dias",0,0,0,0,1,0,0,0,0,0
Pago de Inscripción de la preparatoria de mi hijo mayor,0,0,0,0,0,0,1,0,0,0
"COMPRA DE PRODUCTO PARA NEGOCIO, TENEMOS FALTA DE LIQUIDEZ",0,0,0,0,1,0,0,0,0,0
establecer el almacen y unificar deudas del negocio,0,1,0,0,0,0,0,0,0,0
Quiero comprar insumos para poder surtir un pedido que tengo.,0,0,0,0,1,0,0,0,0,0
Lo requiero para complementar la solvencia de  gastos médicos de mi hermano que se accidento.,0,0,0,0,0,0,1,0,0,0
YO VENDO CALZADO POR CATALOGO Y NECESITO PARA PODER SURTIR UN PEDIDO QUE TENGO,0,0,0,0,1,0,0,0,0,0
Me dedico a realizar rebozos para bebes compro la tela coso y vendo,0,0,0,0,1,0,0,0,0,0
Necesito tener un stock amplio para algunos de nuestros clientes para que los tiempos de entrega sean mas rapidos y por ende recuperemos dinero mas rapido.,0,0,0,0,1,0,0,0,0,0
Para comprar de refacciones y pago de empleado,0,0,0,0,1,0,0,0,0,0
"hacer crecer mi negocio con tecnología que se requiere, local mejor ubicado y pagar nominas ya que mi cliente tarda 5 semanas en pagarme",0,0,0,0,0,0,0,1,1,0
Lo ocupo para comprar material y poder re financiar mi negocio,0,0,0,0,1,0,0,0,0,0
se requiere el prestamo para adquisicion de materia prima,0,0,0,0,1,0,0,0,0,0
maquinaria y herramientas para la construccíon,0,0,1,0,0,0,0,0,0,0
para compra de material ya que cuento con una empresa constructora,0,0,0,0,1,0,0,0,0,0
"Tengo un negocio de venta de ropa por internet, el dinero lo ocuparia para invertir en mercancia y poder proporcionarla a mis clientes sin necesidad de que ellos tengan que esperar mucho para recibirla, ya que comprandola desde antes, hara que proporcione un mejor servicio para ellos. Inicialmente h",0,0,0,0,1,0,0,0,0,0
es una inyeccion de capital para mi negocio,1,0,0,0,0,0,0,0,0,0
me dedico a la venta de comida y ropa de segunda y ocupo comprar mercancia y producto,0,0,0,0,1,0,0,0,0,0
En mi negocio en compra de mercancía para surtirla más y atraer más clientes,0,0,0,0,1,0,0,0,0,0
En estudiar una maestria en administracion o en finanzas,0,0,0,0,0,0,1,0,0,0
"compra  de trapo industrial nuevo para venta , la compra es directa con el proveedor, y los clientes cuenta con un proceso de pago de 15 dias",0,0,0,0,1,0,0,0,0,0
Pagar proveeduria de papel para imprenta,0,0,1,0,0,0,0,0,0,0
"Compra de material, perfil de aluminio y accesorios industriales,para revender",0,0,0,0,1,0,0,0,0,0
EN MATERIAL Y ACTUALIZACION DE IMPRENTAS PARA MEJORA DE INFRAESTRUCTURA,0,0,0,0,1,0,0,0,0,0
"Mejoras de negocio, así como mantenimiento de unidades",0,0,0,0,0,0,0,1,0,0
"Necesito hacerme una serie de estudios, pero por el momento no cuento con esa cantidad, porque estoy terminando de pagar mi boda, y prefiero hacerlo a plazos para no desestabilizarme",0,0,0,0,0,0,1,0,0,0
Me gustaría invertir el dinero en equipos de impresión para generar mas ingresos de los equipos que ya tengo en producción.,0,0,1,0,0,0,0,0,0,0
Mobiliario y adecuaciones en las instalaciones para un mejor funcuonamiento y aumentar las ventas,0,0,0,0,0,0,0,1,0,0
capital de trabajo mejoras estructurales en el local y aumento de inventario,0,0,0,0,1,0,0,1,0,0
"Pagar deudas que tengo de renta y otros , inicial para la compra de un coche y  comprar cosas para la casa",0,1,0,0,0,0,0,0,0,0
Es un negocio nuevo de venta de postres a restaurantes y deseo comprar mercancía,0,0,0,0,1,0,0,0,0,0
"Saldar deudas de otras TDC más caras, y en cursos de entrenamiento en TI.",0,1,0,0,0,0,0,0,0,0
comprar mercancia que me estan ofreciendo muy economica y la ocuparia para estos meses que vienen que son lo mas buenos del año.,0,0,0,0,1,0,0,0,0,0
"INCREMENTO DE CAPITAL PARA PODER ATENDER LA DEMANDA DE NUESTROS PRODUCTOS A LOS CLIENTES FRECUENTES QUE MANTENEMOS, ESTO DEBIDO A QUE TENEMOS QUE OTORGAR LINEAS DE CREDITOS A NUESTROS CLIENTES.",0,0,0,0,0,0,0,0,0,1
Para poder solventar gastos imprevistos y eventualidades y poder empezar un historial crediticio,0,0,0,0,0,0,1,0,0,0
necesito comprar un programador de pics y una compresora de aire para el mantenimiento del equipo,0,0,1,0,0,0,0,0,0,0
EN INVERSION PARA MI NEGOCIO YA QUE SI COMPRO DE CONTADO ME DAN MEJOR PRECIO,0,0,0,0,1,0,0,0,0,0
Para poder cubrir unos gastos de algunas obras,1,0,0,0,0,0,0,0,0,0
Para unos análisis médicos urgentes,0,0,0,0,0,0,1,0,0,0
"Inversión de Negocio, ampliando el capital para financiar mis proyectos.",1,0,0,0,0,0,0,0,0,0
En el negocio. Herramientas y materiales,0,0,1,0,0,0,0,0,0,0
liquidar mis tarjetas de credito y reparar mi auto,0,1,0,0,0,0,0,0,0,0
"El crédito será utilizado para cubrir gastos operativos del negocio, como gasolina, papelería y viáticos.",0,0,1,0,0,0,0,0,0,0
"Inventario de material para la construcción . . Cemento, varilla, etc",0,0,0,0,1,0,0,0,0,0
Tengo que ampliar mi espacio y demoler unos muros,0,0,0,0,0,0,0,1,0,0
Hacer mas amplio mi catalogo de productos y poder tener un mayor inventario,0,0,0,0,1,0,0,0,0,0
Tengo un negocio familiar y quiero comprar insumos,0,0,0,0,1,0,0,0,0,0
es un negocio de productos nutricionales  la compañía se llama shaklee,1,0,0,0,0,0,0,0,0,0
En más mercancía y compra de equipos de transporte,0,0,0,0,1,0,0,0,0,0
Mas herramientas de trabajo y mayor fluidez de efectivo a corto plazo.,0,0,1,0,0,0,0,0,0,0
"Me gustaria mejorar el aspecto de mi negocio invirtiendo en anuncios de acrilico y luminosos, tambien me gustaria conseguir un precio mas conpetitivo en mercancia al comprar por volumen",0,0,0,0,1,0,0,0,0,0
Mi negocio esta crciendo pero por el momento no tengo capital para hacerlo crecer y compar cosa que se que me haran tener mas ingresos,0,0,0,0,1,0,0,0,0,0
Remodelación de mis oficinas y compra de escritorios y adecuación de un cubiculo para consultas,0,0,0,0,0,0,0,1,0,0
mi negocio se dedica a la renta de luz y sonido,0,0,0,0,0,0,1,0,0,0
"Instalación de sistema operativo y administrativo, equipo de operación.",0,0,1,0,0,0,0,0,0,0
En maquinaria para hacer crecer mi empresa,0,0,1,0,0,0,0,0,0,0
"Maquinaria y camionetas de trabajo, troqueles para fabricar líneas tipo europeas de ventanas en aluminio, herramienta copiadora para hacer saques y barrenos, capacitaciones para el personal, equipos de seguridad para el personal",0,0,1,0,0,0,0,0,0,0
para hacer eventos de promocionespara diferentes clientes,0,0,0,0,0,1,0,0,0,0
Equipo de transprote para incrementar mis ingresos en el rubro de transporte de carga (Camion Thorton),0,0,1,0,0,0,0,0,0,0
Liquidar deudas e inversion en el negocio.,0,1,0,0,0,0,0,0,0,0
Este dinero me servira para ampliar las mercancias y asi satisfacer mayor las necesidades de los compradores,0,0,0,0,1,0,0,0,0,0
"COMPRA DE INSUMOS Y MATERIALES, PUBLICIDAD, MANEJO DE NUEVA CARTERA DE CLIENTES",0,0,0,0,0,1,0,0,0,0
Tengo mas de 4 años en el negocio de la Salud Visual (Optica) y necesito meterle mas equipo ya que estoy en platicas para algunos convenios con Empresas.,0,0,1,0,0,0,0,0,0,0
solicito el prestamo para poder comprar mas equipo para mi negocio como esta creciendo no medoy a vasto para poder cubrir los pedidos que mesolicitan mis clientes espero y me puedan ayudar,0,0,1,0,0,0,0,0,0,0
Necesito adquirir equipo para poder trabajar comodamente y sobre todo brindando una calidad de primera en cuanto a la adqusicion del equipo a conseguir para que cada cliente vaya con esa satisfacion al 100%,0,0,1,0,0,0,0,0,0,0
quiero poner un negocio de dulces y frituras,0,0,0,1,0,0,0,0,0,0
en equipo para fabricar jaulas y comederos,0,0,1,0,0,0,0,0,0,0
Mi negocio es un videoclub de renta y venta de DVD pero hace dos días me robaron y necesito el préstamo para ponerlo al 100% en su rendimiento de nuevo.,0,0,0,0,1,0,0,0,0,0
Me interesa poner un negocio de ropa exclusiva para niños,0,0,0,1,0,0,0,0,0,0
"Invertirè en mi negocio, nosotros impartimos cursos de diseño de calzado y bolsas",1,0,0,0,0,0,0,0,0,0
Pago de Proveedores y compras de oportunidad,0,0,0,0,1,0,0,0,0,1
PAGO A PROVEEDORES Y GASTOS DE OPERACIÓN,1,0,0,0,1,0,0,0,0,0
capital de trabajo y adquisicion de equipo de computo,0,0,1,0,0,0,0,0,0,0
Para iniciar obras asignadas donde no me dan anticipo.,0,0,0,0,0,0,0,0,0,1
"Mi negocio es una cafetería, el dinero se utilizara para acompletar el costo de un nuevo carro de crepas",0,0,1,0,0,0,0,0,0,0
"2 productos 1 de ellos se lo vendi a Lamborghini Otro es rediseño de 30mil llaveros identificadores con valor de 60 mil. Préstamo es para viaje d ventas En buró hay una deuda de 1050 de cable, se niegan a cancelar, he intentado cubrir el total (Tengo video de la ultima vez que intente pagar)",1,0,0,0,0,0,0,0,0,0
En comprar mobiliario y equipo de computo para abrir sucursales de agencias de viajes,0,0,0,0,0,0,0,1,0,0
PARA PAGO DE COLEGIO DE MIS HIJOS,0,0,0,0,0,0,1,0,0,0
Adquisición de equipo y herramienta para el desarrollo de los trabajos de remodelación de casas,0,0,1,0,0,0,0,0,0,0
Invertir en el negocio en equipo y materia prima,0,0,1,0,0,0,0,0,0,0
comprar unas piezas que me hacen falta para poder rentar mi maquinaria de construccion,0,0,1,0,0,0,0,0,0,0
MATERIA PRIMA E INSUMOS PARA PRODUCCION DE MI NEGOCIO,0,0,0,0,1,0,0,0,0,0
Compra de material y herramientas ya que tenemos firmado un proyecto con IBM de México,0,0,0,0,1,0,0,0,0,0
"Comprar equipos de computo, multifuncional,",0,0,1,0,0,0,0,0,0,0
Me gustaria invertirlo en construir un cuarto para poder trabajar adecuadamente y tener mis articulos mas visibles,0,0,0,0,0,0,0,1,0,0
